App,Sentiment_Polarity,Sentiment_Subjectivity,Sentiment_Positivity
GANMA! - オリジナル漫画が全話無料で読み放題,0.282555755875,0.46024405715625,0.45309375
Cookpad,0.250479018,0.5335751335945946,0.4520810810810811
Boys Photo Editor - Six Pack & Men's Suit,0.25333333332432434,0.4598198198378378,0.4512162162162162
Contacts+,0.400280875948718,0.4414652536410256,0.4471538461538462
Blood Pressure,0.42955840456410255,0.5610398860512821,0.44651282051282054
Best Wallpapers QHD,0.4591333498611111,0.6012612434166666,0.44613888888888886
Bubble Shooter,0.18766961793421053,0.5131763911184211,0.44494736842105265
Bible,0.3583407982268041,0.5274396796701031,0.44461855670103095
Four In A Line,0.2704157127580645,0.5404570877258064,0.44419354838709674
Flashlight - Torch LED Light,0.39147593448387097,0.5217357910967741,0.44351612903225807
Beautiful Design Birthday Cake,0.28374489797142854,0.48026530611428575,0.4414285714285714
All Football - Latest News & Videos,0.4189704676666667,0.4950677773333334,0.44133333333333336
"Apartment List: Housing, Apt, and Property Rentals",0.42158203125,0.534673308,0.44115625
"Candy selfie - photo editor, live filter camera",0.3291071428709677,0.43549731183870966,0.44109677419354837
"GO Keyboard - Emoticon keyboard, Free Theme, GIF",0.2968343609393939,0.4828122676969697,0.4406969696969697
Birds Sounds Ringtones & Wallpapers,0.3327991453076923,0.39448717946153844,0.4402051282051282
Coloring book moana,0.1123015872857143,0.614947089952381,0.4397142857142857
Google Slides,0.4666666665,0.4583333335,0.4395
Flashlight HD LED,0.4253074464137931,0.6061689554827587,0.439
Anime Manga Coloring Book,0.3465511364,0.48683333331999995,0.43868
CIA - Caller ID & Call Blocker,0.2032936508,0.40117460320000004,0.43820000000000003
Fantasy Football Manager (FPL),0.29130323645714284,0.5072448980285714,0.4371142857142857
Fruit Ninja®,0.14995721728125,0.4778738839375,0.43659375
BELONG Beating Cancer Together,0.33216182028947366,0.3983739889473684,0.43657894736842107
Baby ABC in box! Kids alphabet games for toddlers!,0.26685620683783784,0.47850288597297297,0.434972972972973
BankMobile Vibe App,0.3387273027916667,0.5410845057083333,0.4349166666666667
Doctor On Demand,0.37793181578378376,0.5384240421891893,0.4344054054054054
Baby Panda’s Juice Shop,0.08125,0.36875,0.43425
BukuBayi - Perkembangan Bayi,0.2920804195769231,0.4275437063076923,0.4335769230769231
Healthy Recipes Free,0.39330906382499997,0.518497889625,0.432775
GRE Tutor,0.39847727275,0.55390588925,0.432725
COOKING MAMA Let's Cook!,0.2130052733243243,0.49221643259459463,0.43229729729729727
Family Album Mitene: Private Photo & Video Sharing,0.4217728945,0.61436366645,0.4314
"CheapTickets – Hotels, Flights & Travel Deals",0.28248723051351354,0.5660148243513514,0.43094594594594593
Diamond Zipper Lock Screen,0.14502450979411763,0.5885049019411764,0.43076470588235294
Asteroids 3D live wallpaper,0.24560176003125,0.4672449433125,0.43034375
GMX Mail,0.3290778173225806,0.5232965824516129,0.4302580645161291
File Explorer,0.24876686516666666,0.437291666625,0.42991666666666667
"High-Speed Camera (GIF,Burst)",0.3484567901111111,0.3967372134074074,0.42803703703703705
Easy Recipes,0.28477704681578947,0.5238304094210526,0.42652631578947364
Golfshot: Golf GPS + Tee Times,0.344248863625,0.46488707912500005,0.42642499999999994
HotelTonight: Book amazing deals at great hotels,0.329412028712766,0.5596240975,0.42540425531914894
Hotspot Shield Free VPN Proxy & Wi-Fi Security,0.21696969696969698,0.36883838384848483,0.42433333333333334
Hello Stars,0.11949420507936509,0.46682854626984127,0.42174603174603176
GS SHOP,0.22672672675675676,0.3407657658108108,0.4215675675675676
Current debit card and app made for teens,0.32725837334999996,0.472188687475,0.42119999999999996
GMAT Math Flashcards,0.40158097021621625,0.5348413185945946,0.4205675675675676
Full Screen Caller ID,0.3262212854516129,0.4444037145483871,0.41993548387096774
"Gametime - Tickets to Sports, Concerts, Theater",0.3697469367631579,0.5552124167368421,0.4196315789473684
Dog Run - Pet Dog Simulator,0.1393410493,0.4835987654666667,0.4189
Brightest LED Flashlight,0.35218720823529415,0.5862418300588236,0.41858823529411765
High-Powered Flashlight,0.3292728032857143,0.4912825396571429,0.4176571428571429
Fortune City - A Finance App,0.26151789397959185,0.44943381830612245,0.41736734693877553
Gay Sugar Daddy Dating & Hookup – Sudy Gay,0.17457541421052633,0.6224110623947369,0.4170263157894737
Dr. Panda & Toto's Treehouse,0.1753654212162162,0.5182757070270271,0.41583783783783784
Fooducate Healthy Weight Loss & Calorie Counter,0.34489542536842105,0.48466303184210524,0.4154210526315789
Fake Call - Fake Caller ID,0.293414847,0.4789491554117647,0.4143676470588235
"Best Wallpapers Backgrounds(100,000+ 4K HD)",0.273117539,0.35449954081818186,0.41409090909090907
Ebook Reader,0.3339691756,0.567029010275,0.412225
"Foot Mercato : transferts, résultats, news, live",0.3126952861818182,0.4323872053636364,0.41127272727272723
Google Handwriting Input,0.24475975975675676,0.3769011319189189,0.40824324324324324
"2Date Dating App, Love and matching",0.2730808325641026,0.5440730293589743,0.40823076923076923
Bubble Shooter Space,0.17753333332000001,0.47753333332,0.40652
Baby Panda Learns Shapes,0.24102286965789474,0.3477944862368421,0.4059736842105263
Horses Live Wallpaper,0.3352980964705883,0.49652485994117646,0.4056176470588235
Associated Credit Union Mobile,0.37731247244444444,0.5439922288333334,0.40538888888888885
Barbie Life™,0.15448232325,0.37368055555,0.40285000000000004
Family GPS Tracker and Chat + Baby Monitor Online,0.3929194223611111,0.5252270723055555,0.4021388888888889
Homesnap Real Estate & Rentals,0.2697051445714286,0.4704497354571429,0.40134285714285717
EatStreet Food Delivery App,0.37317937363157894,0.5000916115789473,0.4008421052631579
DreamTrips,0.3606688698285714,0.426038188,0.4006
CheckPoints 🏆 Rewards App,0.276380163225,0.518422799425,0.39985
Box,0.3894876882564103,0.4158557183589744,0.39894871794871795
BeSoccer - Soccer Live Score,0.3269618635714286,0.38192970522857145,0.3982857142857143
ABC Preschool Free,0.21483718094594595,0.41153903905405403,0.39748648648648643
Bathroom Decorating Ideas,0.3501802884615384,0.49902097902564096,0.39553846153846156
Alfred Home Security Camera,0.32668475070967745,0.4605219941290322,0.39506451612903226
30 Day Fitness Challenge - Workout at Home,0.3231138460625,0.54113203575,0.39471875
Google My Business,0.24128987239473684,0.4191387559736842,0.3947105263157895
Garden Photo Frames - Garden Photo Editor,0.337008547,0.4885897435897436,0.39469230769230773
Backgrounds HD (Wallpapers),0.33054256853333336,0.5009487734333333,0.39426666666666665
Calorie Counter - MyNetDiary,0.39578254136082475,0.562167106113402,0.3933298969072165
Build a Bridge!,0.08734072041379311,0.5073798268735632,0.3926551724137931
Free Dating App & Flirt Chat - Cheers,0.2927770125454545,0.46291551884848486,0.39260606060606057
Animal Planet GO,0.26113636363636367,0.43311237377272727,0.39131818181818184
Colorful Glitter Neon Butterfly Keyboard Theme,0.1863793103448276,0.5134564860689654,0.3912413793103448
Davis's Drug Guide for Nurses,0.23611111125,0.3194444445,0.39075
Fraction Calculator Plus Free,0.36099589646875,0.5444712753125001,0.39056250000000003
FlirtChat - ♥Free Dating/Flirting App♥,0.37053803337142854,0.45108534322857147,0.3889142857142857
Home Street – Home Design Game,0.11433669287931034,0.5261232901206896,0.3887586206896552
ForecaWeather,0.33695939660526314,0.4888083134210526,0.38802631578947366
7 Minute Workout,0.37608796283333334,0.5694775131666666,0.38766666666666666
Horoscopes – Daily Zodiac Horoscope and Astrology,0.2569727783888889,0.39466941236111114,0.38758333333333334
EzCalculator,0.368083559948718,0.5079737642051282,0.38646153846153847
Basketball FRVR - Shoot the Hoop and Slam Dunk!,0.07389285714285714,0.43145578228571424,0.3858
"FUN Keyboard – Emoji Keyboard, Sticker,Theme & GIF",0.237,0.3168803418461538,0.38553846153846155
Hostelworld: Hostels & Cheap Hotels Travel App,0.2836304271025641,0.5683646511538462,0.385025641025641
Candy Pop Story,0.0424151476,0.47871180555,0.384475
Anger of stick 5 : zombie,0.08958333325000001,0.37708333325,0.38349999999999995
CBS Sports Fantasy,0.2613071438918919,0.4609599992432432,0.3834864864864865
EyeEm - Camera & Photo Filter,0.32916893597368424,0.5707775448157895,0.3832105263157895
Doodle Jump,0.11307444735555557,0.5126295494444444,0.3825666666666666
Credit Karma,0.26255024455555553,0.5052076418888889,0.3807222222222222
CMB Free Dating App,0.2803598439736842,0.5363942956052632,0.3805263157894737
Aprender inglés con Wlingua,0.36859919605714286,0.5453851474,0.38034285714285715
Chrome Dev,0.29784055418421057,0.4923783913947368,0.3798947368421053
FreePrints – Free Photos Delivered,0.43412215867567566,0.6097431067027027,0.3791081081081081
Bubble Shooter Genies,0.043625869090909083,0.4815751672727273,0.3790909090909091
Fuzzy Seasons: Animal Forest,0.15767101066666667,0.5406396504666666,0.37899999999999995
Galaxy Attack: Alien Shooter,0.10153701142857142,0.468426075,0.37874285714285716
CALCU™ Stylish Calculator Free,0.34355718353846154,0.4418396417692308,0.3777179487179487
Color by Number - Draw Sandbox Pixel Art,0.13805574948387095,0.46629313489247315,0.37754838709677424
"FOX Sports: Live Streaming, Scores & News",0.3040428797352941,0.5053649237941177,0.377
"BiggerCity: Chat for gay bears, chubs & chasers",0.21167546397499998,0.57815759645,0.376725
"All-In-One Toolbox: Cleaner, Booster, App Manager",0.26733509336363637,0.5456981066363636,0.3762727272727273
"Amazon FreeTime – Kids’ Videos, Books, & TV shows",0.3330199684722222,0.4939691599166667,0.3760555555555556
Fast Scanner : Free PDF Scan,0.303125090175,0.4129505321,0.375925
Black People Meet Singles Date,0.26184554303999996,0.45565332548,0.37348
AirBrush: Easy Photo Editor,0.33796774892000003,0.44641111112,0.3728
GPS Map Free,0.35,0.3,0.372
Baby Panda Musical Genius,0.22176656128947367,0.47414720513157893,0.37186842105263157
Golfshot Plus: Golf GPS,0.3861793696,0.47531177847499995,0.3718
Curriculum vitae App CV Builder Free Resume Maker,0.38360852107692306,0.48526575276923073,0.3708974358974359
Google Ads,0.10982297005,0.41764836692499996,0.3708
Flowers Live Wallpaper,0.1772159090625,0.5326941288125,0.3706875
Golf GPS Rangefinder: Golf Pad,0.26581694925,0.55081966995,0.3695
365Scores - Live Scores,0.38352272725000003,0.559659090875,0.368875
HomeWork,0.5,0.15,0.3685
Cut the Rope 2,0.14664603517582417,0.5314158302087912,0.3684505494505495
Family Locator - GPS Tracker,0.3378912127358491,0.5270467251037736,0.3672830188679245
Couch to 5K by RunDouble,0.2703932617,0.481987579925,0.366925
Azpen eReader,0.23251488095833336,0.5724371692916667,0.36633333333333334
Baby Name Together,0.25504078483333337,0.47569389333333334,0.36630555555555555
Fast News,0.337645833325,0.5890962301,0.366275
"Even - organize your money, get paid early",0.265,0.4318888889333333,0.3662
Flipkart Online Shopping App,0.2814737274827586,0.4623497957931034,0.3657241379310345
Eat Fit - Diet and Health Free,0.22475831280459768,0.5177955665057472,0.36535632183908046
Home Decor Showpiece Art making: Medium Difficulty,0.16066666668,0.58614285712,0.36524
Cat Sim Online: Play with Cats,0.17797841448387097,0.5167162250806452,0.36374193548387096
"Baca- Berita Terbaru, Informasi, Gosip dan Politik",0.222863292,0.4647300931818182,0.3634242424242424
Arrow.io,0.0798971509375,0.45188698745833333,0.36144791666666665
Cougar Dating Life : Date Older Women Sugar Mummy,0.2744119184054054,0.5481622791351352,0.36127027027027026
"Homes.com 🏠 For Sale, Rent",0.19074675323809526,0.38807118804761903,0.3610952380952381
FanDuel: Daily Fantasy Sports,0.26315987258333334,0.4271554833333333,0.3595
Hill Climb Racing 2,0.16057960191666665,0.4719714240833333,0.35850000000000004
Digital Alarm Clock,0.3363361619305556,0.47411705540277777,0.35805555555555557
Baby Tiger Care - My Cute Virtual Pet Friend,0.1756666667,0.3266666667,0.35710000000000003
FREEDOME VPN Unlimited anonymous Wifi Security,0.2875,0.31875000000000003,0.3565
Diabetes & Diet Tracker,0.3540581709736842,0.5535094459736842,0.35592105263157897
HTC Sense Input-AR,0.2595636261351351,0.38624195624324326,0.35527027027027025
8fit Workouts & Meal Planner,0.2942243063762376,0.5480847668118812,0.35465346534653464
CW Seed,0.29731070354054057,0.5037090662162161,0.35408108108108105
Dog Licks Screen Wallpaper,0.21881458074285715,0.5126933736,0.35405714285714285
Google,0.25368358494871796,0.4801094738461539,0.35307692307692307
7 Cups: Anxiety & Stress Chat,0.28859567911111106,0.5041409464444445,0.353
H TV,0.2787820512820513,0.3885042734871795,0.3523846153846154
Airway Ex - Intubate. Anesthetize. Train.,0.21541835345,0.48077398992500003,0.35225
Digit Save Money Automatically,0.23039833662162162,0.4093059699189189,0.35221621621621624
Free VIN Report for Used Cars,0.30000322669444446,0.4805871513055555,0.3515277777777778
Boxed Wholesale,0.2870085,0.485746106775,0.3511
Etta Homes,0.33600694445,0.483385416675,0.35105
ARY NEWS,0.22686942958823528,0.4254590017941176,0.3507941176470588
Four In A Line Free,0.19514058957142857,0.46799393864285715,0.35060714285714284
DEAD TARGET: FPS Zombie Apocalypse Survival Games,0.07979507069512196,0.4813679532439024,0.35021951219512193
BZWBK24 mobile,0.31326244595833336,0.5316651785833334,0.34979166666666667
BetterMe: Weight Loss Workouts,0.2845838669473684,0.48514372321052635,0.34978947368421054
Dude Perfect 2,0.11552703412941176,0.5294931382,0.3493529411764706
Fallout Shelter,0.16507359887878786,0.4980422101515151,0.348969696969697
4K Wallpapers and Ultra HD Backgrounds,0.16139520189999998,0.5348953825,0.3472
Ancestry,0.26545582265789475,0.5025449898421052,0.34663157894736846
ARY NEWS URDU,0.23647077919999998,0.5035357142857143,0.3462
Barbie™ Fashion Closet,0.04267441860465117,0.4625322997441861,0.34604651162790695
Beauty Makeup Snappy Collage Photo Editor - Lidow,0.1225714286,0.3815238096,0.3458
Fantasy Football & NFL News,0.40920569637142856,0.5511806156571428,0.34577142857142856
Big Days - Events Countdown,0.2776998426756757,0.48612362364864864,0.34567567567567564
Checkers ✔️,0.06308239245945946,0.4286603487027027,0.34459459459459457
Color Touch Effects,0.11275323056410255,0.4342811355384615,0.3444871794871795
Hangouts,0.2335168463902439,0.512200428097561,0.3444146341463415
Flipp - Weekly Shopping,0.31355732543750003,0.54543383528125,0.3436875
Daily Workouts - Exercise Fitness Routine Trainer,0.4,0.375,0.3435
Dragon Hills,0.037819235875,0.517672620625,0.342
GRE Prep & Practice by Magoosh,0.3775288015405405,0.47082773678378376,0.3414864864864865
"Free phone calls, free texting SMS on free number",0.22339868272972974,0.5089817739459459,0.34140540540540537
Educational Games 4 Kids,0.18937594812820513,0.46110019610256414,0.3412307692307692
ASOS,0.29532898975675675,0.572202380945946,0.3402972972972973
HauteLook,0.1670238095,0.4780625584117647,0.33885294117647063
ColorFil - Adult Coloring Book,0.18048144509090908,0.5748780663030304,0.33884848484848484
Diary with lock,0.2991983864084507,0.562931250028169,0.33816901408450706
Couch to 10K Running Trainer,0.3373787911,0.52052626515,0.338025
"GO Weather - Widget, Theme, Wallpaper, Efficient",0.30158184545454547,0.4114303751818182,0.3377272727272727
Etsy: Handmade & Vintage Goods,0.2978460648,0.5304018748,0.337725
BaBe Lite - Baca Berita Hemat Kuota,0.29196428571428573,0.4023809524285714,0.337
HD Video Player,0.17404605263157893,0.41539473684210526,0.33689473684210525
Freeme Launcher—Stylish Theme,0.2899285714285714,0.44780612242857143,0.3366571428571428
FamilySearch Tree,0.2025733840967742,0.42176705609677423,0.3362903225806452
British Airways,0.1961885044347826,0.38180025634782605,0.33569565217391306
FOSSIL Q: DESIGN YOUR DIAL,0.24725970640625,0.34496922353125,0.33565625
Barcode Scanner,0.3761051302368421,0.47085621252631576,0.3351315789473684
HD Camera - Best Cam with filters & panorama,0.20619658123076923,0.5423076923076923,0.3347692307692308
"Free TV Shows App:News, TV Series, Episode, Movies",0.26440912884210527,0.5751793546052631,0.3346842105263158
Family Dollar,0.2338801664285714,0.42892107294285714,0.33425714285714286
Filters for Selfie,0.097571614578125,0.51964626734375,0.331625
Bagan - Myanmar Keyboard,0.2823749518181818,0.4070169224848485,0.33090909090909093
CreditWise from Capital One,0.2333144402051282,0.5214098401794872,0.33084615384615385
Dr. Oetker Rezeptideen,0.3035921814594595,0.4762458172432432,0.32954054054054055
Cheap Flights & Hotels momondo,0.16839096089743588,0.4398512551025641,0.3281282051282051
Barbie Magical Fashion,0.08208486584375,0.56013937275,0.32778125
DroidAdmin for Android - Advice,0.123020833325,0.4947638889,0.327725
Flight & Hotel Booking App - ixigo,0.33099439776470585,0.5057341269705882,0.3276470588235294
GPS Traffic Speedcam Route Planner by ViaMichelin,0.26511361545945944,0.4516978945945946,0.3270810810810811
GoodRx Drug Prices and Coupons,0.24582706765789472,0.43721177942105266,0.3268157894736842
Dog Sim Online: Raise a Family,0.1402353896,0.4716428572,0.3258
Filters for B Live,0.14801767676666666,0.36222222223333334,0.3254
Flashlight & LED Torch,0.24012820515384614,0.24824786323076922,0.3249230769230769
GRE Flashcards,0.2549727121351351,0.5096334971351351,0.3246486486486487
BBW Dating & Curvy Singles Chat- LargeFriends,0.18457621082051284,0.4528881766153846,0.32456410256410256
Air Traffic,0.2818302787391304,0.464840407173913,0.3237826086956522
HD Camera Pro for Android,0.07256944444444444,0.5758928572222222,0.3235
Choice Hotels,0.2716269841818182,0.6538239538181818,0.32336363636363635
Free & Premium VPN - FinchVPN,0.2108666993125,0.46284223665625,0.32328125
CWT To Go,0.2793986569230769,0.5181990231794872,0.3224871794871795
Cache Cleaner-DU Speed Booster (booster & cleaner),0.26820550074074073,0.44014830848148145,0.3223703703703704
Game of Thrones: Conquest™,0.179,0.4025,0.3214
Honkai Impact 3rd,0.09888085251282051,0.5101228552820513,0.3213846153846154
Best Fiends - Free Puzzle Game,0.1625,0.26875,0.3205
BluTV,0.24828073584,0.39142229440000004,0.32048000000000004
Herpes Positive Singles Dating,0.2960760934482759,0.5083121236896552,0.32041379310344825
Calorie Counter - EasyFit free,0.3388700672894737,0.5228523649473684,0.3194473684210526
Babbel – Learn Languages,0.32144851291666665,0.4555796171111111,0.3188333333333333
"Hide Something - Photo, Video",0.2329453885483871,0.49625725383870967,0.3186451612903226
DMV Permit Practice Test 2018 Edition,0.28721288362857145,0.5438114070571428,0.3173142857142857
Find a Way: Addictive Puzzle,0.06738409687096775,0.5662151602580645,0.3172258064516129
"BigOven Recipes, Meal Planner, Grocery List & More",0.3282224026,0.499782140625,0.3166
Essential Resources,0.2814196231,0.48453513555,0.316225
Cool Popular Ringtones 2018 🔥,0.19798528994594594,0.5560489060540541,0.31494594594594594
Apartments & Rentals - Zillow,0.2534383753529412,0.45417504882352944,0.31349999999999995
Badoo - Free Chat & Dating App,0.1485611214047619,0.4322293942857143,0.31326190476190474
Happy Fruits Bomb - Cube Blast,0.02300269173076923,0.4365301365384615,0.31296153846153846
Flow Free,0.06912664603773584,0.5188893816603773,0.3129056603773585
Home Workout - No Equipment,0.3258203061851852,0.5346571201111111,0.31277777777777777
CityMaps2Go Plan Trips Travel Guide Offline Maps,0.317095779175,0.5213652146750001,0.3127
